support_id,customer_id,support_tickets,unresolved_tickets,avg_resolution_hours,satisfaction_score,nps_score
90693,10693,3,2,32.3,7.6,46
90694,10694,6,3,5.7,4.0,-20
90695,10695,1,1,40.3,7.8,58
90696,10696,3,0,4.1,7.7,66
90697,10697,3,2,13.8,7.0,31
90698,10698,4,3,36.1,5.6,8
90699,10699,3,2,20.9,6.2,43
90700,10700,2,0,18.0,7.0,12
90701,10701,3,0,26.1,6.5,32
90702,10702,1,0,55.8,7.6,45
90703,10703,2,0,74.9,8.9,53
90704,10704,2,1,24.1,9.1,76
90705,10705,3,0,17.0,6.4,25
90706,10706,0,0,2.0,7.6,40
90707,10707,3,0,33.6,5.8,7
90708,10708,2,0,45.1,6.7,30
90709,10709,1,1,25.9,6.1,37
90710,10710,2,1,21.5,6.7,35
90711,10711,0,0,16.5,7.3,36
90712,10712,1,0,28.6,8.3,71
90713,10713,2,1,20.8,7.8,53
90714,10714,3,1,22.4,7.4,54
90715,10715,1,0,18.5,8.8,68
90716,10716,3,1,27.8,5.8,19
90717,10717,2,0,26.5,6.9,51
90718,10718,0,0,54.1,9.1,75
90719,10719,2,2,4.0,5.7,41
90720,10720,3,0,23.1,6.8,21
90721,10721,5,1,34.4,7.3,50
90722,10722,3,1,5.6,8.1,67
90723,10723,1,0,2.0,10.0,86
90724,10724,4,2,2.0,5.2,14
90725,10725,6,3,21.1,4.3,-4
90726,10726,2,0,46.4,7.8,44
90727,10727,0,0,54.3,8.4,95
90728,10728,1,0,20.5,5.7,14
90729,10729,4,0,15.7,6.2,36
90730,10730,3,1,26.1,7.3,66
90731,10731,2,1,14.4,6.1,8
90732,10732,1,0,33.0,8.0,70
90733,10733,0,0,50.6,7.3,32
90734,10734,6,1,31.1,5.4,-19
90735,10735,2,0,49.4,8.2,46
90736,10736,2,2,21.7,9.0,82
90737,10737,1,0,2.0,7.9,50
90738,10738,4,1,2.0,5.9,18
90739,10739,2,1,57.2,7.3,41
90740,10740,1,0,33.5,8.8,75
90741,10741,1,0,29.2,7.0,27
90742,10742,2,0,62.5,8.1,63
90743,10743,3,1,38.5,5.1,-28
90744,10744,1,0,36.8,7.9,45
90745,10745,1,1,21.4,7.3,29
90746,10746,5,1,2.9,4.4,-18
90747,10747,1,1,25.7,6.1,1
90748,10748,1,0,18.2,8.7,74
90749,10749,1,0,2.0,7.4,44
90750,10750,6,0,66.5,4.8,25
90751,10751,3,2,37.2,7.4,47
90752,10752,3,1,3.7,6.9,47
90753,10753,3,0,2.8,8.3,33
90754,10754,1,0,27.6,8.4,78
90755,10755,1,0,23.8,8.3,56
90756,10756,0,0,6.6,7.4,27
90757,10757,2,1,21.5,7.8,42
90758,10758,3,1,10.2,8.0,57
90759,10759,1,0,10.7,7.6,50
90760,10760,2,0,17.6,7.3,42
90761,10761,0,0,40.4,8.6,50
90762,10762,2,1,10.5,6.9,33
90763,10763,2,0,57.9,8.1,66
90764,10764,0,0,34.8,10.0,100
90765,10765,1,0,34.5,8.2,50
90766,10766,3,1,40.5,7.1,42
90767,10767,1,0,22.4,7.2,39
90768,10768,1,0,30.0,9.0,73
90769,10769,2,1,2.0,7.0,38
90770,10770,6,3,27.5,5.4,34
90771,10771,3,2,11.0,5.9,13
90772,10772,4,1,18.5,6.0,1
90773,10773,1,1,7.0,8.5,64
90774,10774,1,0,35.6,7.7,52
90775,10775,6,1,43.5,5.4,11
90776,10776,4,0,37.0,6.8,19
90777,10777,2,0,19.1,7.5,36
90778,10778,3,0,28.6,6.3,35
90779,10779,4,3,31.4,5.0,0
90780,10780,3,1,31.7,6.1,25
90781,10781,1,0,5.5,7.1,39
90782,10782,3,1,34.6,6.6,38
90783,10783,3,1,43.6,5.9,15
90784,10784,1,0,24.3,9.3,79
90785,10785,3,1,2.0,6.8,28
90786,10786,1,0,30.0,8.1,37
90787,10787,0,0,30.2,9.2,87
90788,10788,1,0,7.8,6.8,11
90789,10789,1,1,36.4,9.5,100
90790,10790,0,0,46.4,7.3,14
90791,10791,1,0,39.2,8.2,40
90792,10792,3,1,3.0,5.5,15
90793,10793,4,1,10.5,6.7,33
90794,10794,3,0,27.7,6.7,32
90795,10795,3,1,50.5,7.6,46
90796,10796,4,1,32.0,6.4,29
90797,10797,0,0,37.8,9.9,100
90798,10798,5,2,37.8,5.3,16
90799,10799,4,1,2.0,6.1,22
90800,10800,3,1,7.4,5.2,8
90801,10801,2,0,5.3,6.5,19
90802,10802,2,2,33.7,6.6,31
90803,10803,4,0,31.5,7.8,81
90804,10804,2,1,25.6,5.8,18
90805,10805,2,2,30.8,8.1,56
90806,10806,2,0,19.5,6.6,9
90807,10807,4,2,22.6,6.1,9
90808,10808,2,0,19.9,8.8,79
90809,10809,4,2,37.0,5.7,1
90810,10810,5,1,34.3,5.3,-18
90811,10811,3,2,18.1,6.9,47
90812,10812,3,0,2.0,6.3,29
90813,10813,2,0,18.4,7.5,46
90814,10814,5,0,25.7,7.9,33
90815,10815,1,1,24.2,8.1,43
90816,10816,1,0,15.7,7.8,46
90817,10817,4,2,9.1,4.6,3
90818,10818,3,2,16.2,8.0,54
90819,10819,1,0,34.4,5.5,8
90820,10820,2,0,30.0,6.1,11
90821,10821,2,1,27.2,7.0,8
90822,10822,6,2,60.6,5.3,10
90823,10823,2,1,41.3,6.1,25
90824,10824,3,0,24.9,7.3,31
90825,10825,3,1,41.6,7.6,28
90826,10826,3,2,4.8,6.7,40
90827,10827,6,1,28.4,5.9,15
90828,10828,2,0,8.3,8.7,57
90829,10829,1,1,48.6,7.3,38
90830,10830,4,1,51.8,6.4,25
90831,10831,2,1,31.7,9.2,72
90832,10832,2,1,32.4,7.2,35
90833,10833,3,1,6.8,6.5,50
90834,10834,2,0,19.4,8.6,99
90835,10835,1,0,14.9,8.3,56
90836,10836,1,1,19.2,7.4,29
90837,10837,3,0,20.1,7.4,42
90838,10838,3,1,15.5,6.2,32
90839,10839,4,1,13.1,6.0,14
90840,10840,1,0,5.4,8.9,65
90841,10841,4,1,46.1,6.2,23
90842,10842,3,1,58.0,6.7,20
90843,10843,4,3,19.0,5.2,8
90844,10844,5,0,30.0,5.8,14
90845,10845,2,2,39.3,5.8,8
90846,10846,0,0,2.0,8.6,65
90847,10847,4,1,32.3,7.6,39
90848,10848,3,1,36.8,6.9,40
90849,10849,4,0,5.4,7.8,32
90850,10850,4,1,23.2,6.7,34
90851,10851,6,2,19.0,4.9,0
90852,10852,0,0,27.3,7.6,53
90853,10853,5,1,15.7,6.2,22
90854,10854,1,0,19.4,7.6,46
90855,10855,3,0,26.0,6.5,29
90856,10856,3,3,33.6,6.3,34
90857,10857,3,0,24.1,5.4,13
90858,10858,1,0,36.3,8.0,67
90859,10859,2,0,2.5,6.2,36
90860,10860,4,2,24.1,5.7,24
90861,10861,1,0,34.6,8.2,65
90862,10862,1,0,12.0,8.0,54
90863,10863,3,2,44.7,5.9,11
90864,10864,0,0,33.3,8.3,61
90865,10865,4,0,35.7,3.8,-18
90866,10866,3,0,13.3,4.0,-41
90867,10867,3,1,9.2,7.0,52
90868,10868,2,1,25.8,7.8,59
90869,10869,2,0,32.3,8.4,61
90870,10870,3,2,38.1,5.5,27
90871,10871,1,1,11.4,6.5,40
90872,10872,5,1,56.9,5.1,9
90873,10873,2,0,25.2,7.1,40
90874,10874,4,0,19.8,6.1,23
90875,10875,1,1,4.9,6.7,22
90876,10876,8,1,2.0,5.2,12
90877,10877,0,0,47.1,8.0,38
90878,10878,2,0,40.8,6.1,21
90879,10879,2,1,45.2,6.8,36
90880,10880,4,0,2.0,8.3,77
90881,10881,3,2,25.3,4.7,-12
90882,10882,4,1,21.4,5.6,6
90883,10883,0,0,7.2,8.2,67
90884,10884,2,0,42.6,8.3,68
90885,10885,4,0,21.2,5.8,3
90886,10886,0,0,18.1,8.2,64
90887,10887,3,1,20.1,6.1,16
90888,10888,2,1,36.5,6.8,21
90889,10889,2,0,2.0,7.8,57
90890,10890,2,0,39.1,8.1,60
90891,10891,2,1,5.9,5.0,11
90892,10892,6,2,52.2,5.5,-3
90893,10893,3,0,30.7,6.1,5
90894,10894,3,1,2.0,6.3,29
90895,10895,6,3,22.1,4.1,-32
90896,10896,3,1,9.5,7.2,50
90897,10897,2,0,13.9,6.3,38
90898,10898,2,0,23.1,7.7,47
90899,10899,3,0,11.8,7.6,42
90900,10900,7,0,18.0,7.1,38
90901,10901,1,0,33.4,6.4,39
90902,10902,5,3,15.8,4.7,-5
90903,10903,5,1,20.1,6.0,13
90904,10904,4,2,46.4,6.0,27
90905,10905,1,0,2.0,9.8,100
90906,10906,5,3,58.1,5.1,0
90907,10907,5,1,8.4,5.3,35
90908,10908,3,1,71.6,7.4,43
90909,10909,3,1,49.0,6.1,12
90910,10910,2,1,2.0,6.1,9
90911,10911,3,1,28.1,6.8,30
90912,10912,4,1,23.5,5.1,6
90913,10913,1,1,14.9,8.0,49
90914,10914,2,0,17.3,6.8,29
90915,10915,2,1,17.8,6.0,34
90916,10916,4,0,41.6,4.8,0
90917,10917,2,0,31.1,10.0,94
90918,10918,5,0,35.7,7.2,55
90919,10919,3,0,42.9,7.7,52
90920,10920,5,1,2.0,4.7,-3
90921,10921,4,2,30.9,5.6,15
90922,10922,3,1,39.1,6.4,1
90923,10923,4,0,16.1,8.5,63
90924,10924,0,0,41.1,6.2,11
90925,10925,4,1,22.7,6.5,16
90926,10926,2,0,20.0,7.5,41
90927,10927,2,1,35.8,6.0,20
90928,10928,0,0,33.6,8.5,70
90929,10929,4,1,46.0,6.0,15
90930,10930,3,1,19.5,7.2,41
90931,10931,6,3,54.9,5.5,26
90932,10932,4,0,5.6,6.2,13
90933,10933,0,0,12.7,9.1,86
90934,10934,3,1,29.6,6.8,4
90935,10935,1,1,35.7,8.3,47
90936,10936,2,1,12.4,8.2,68
90937,10937,2,0,35.4,7.1,50
90938,10938,5,0,35.7,7.7,83
90939,10939,4,1,33.2,7.3,34
90940,10940,2,1,2.0,8.1,45
90941,10941,2,0,44.8,6.3,43
90942,10942,3,1,65.7,5.6,-2
90943,10943,0,0,16.9,6.7,19
90944,10944,2,0,2.0,7.7,52
90945,10945,1,0,37.6,8.0,55
90946,10946,3,1,15.7,7.0,46
90947,10947,0,0,2.0,8.4,32
90948,10948,0,0,32.2,8.1,53
90949,10949,2,1,19.1,6.3,33
90950,10950,2,2,9.4,7.4,24
90951,10951,6,1,36.3,5.5,31
90952,10952,1,1,22.8,8.0,43
90953,10953,2,0,40.6,6.7,30
90954,10954,3,0,34.8,5.8,27
90955,10955,3,0,14.7,7.7,60
90956,10956,8,0,26.2,4.4,-4
90957,10957,2,0,37.7,7.6,55
90958,10958,2,0,26.2,7.8,38
90959,10959,2,0,6.9,7.3,34
90960,10960,2,0,25.6,8.7,72
90961,10961,3,0,23.3,7.6,44
90962,10962,2,1,7.4,6.9,30
90963,10963,3,1,23.2,6.2,28
90964,10964,0,0,18.6,8.1,61
90965,10965,3,1,31.1,6.4,21
90966,10966,1,0,27.7,7.4,45
90967,10967,1,0,7.9,7.7,46
90968,10968,3,0,47.0,8.2,70
90969,10969,3,0,20.1,8.5,67
90970,10970,2,0,2.0,7.3,43
90971,10971,0,0,18.5,8.4,63
90972,10972,2,1,15.6,6.4,26
90973,10973,2,2,16.5,7.7,66
90974,10974,0,0,16.8,7.2,13
90975,10975,7,3,29.2,4.7,11
90976,10976,5,2,41.6,5.3,9
90977,10977,2,0,11.4,7.7,59
90978,10978,2,2,22.1,7.7,51
90979,10979,4,1,18.9,6.4,12
90980,10980,6,1,10.7,4.7,-8
90981,10981,1,0,15.7,8.0,48
90982,10982,2,0,59.6,7.4,51
90983,10983,1,0,12.5,7.8,42
90984,10984,2,0,43.8,6.7,41
90985,10985,2,0,2.0,7.4,27
90986,10986,7,1,12.0,5.5,-5
90987,10987,2,0,42.4,9.0,62
90988,10988,2,1,28.1,6.5,28
90989,10989,2,1,8.8,5.2,4
90990,10990,3,0,8.9,7.3,34
90991,10991,3,1,31.5,6.3,42
90992,10992,0,0,21.8,8.3,58
90993,10993,2,0,14.4,7.9,35
90994,10994,4,1,44.2,7.2,39
90995,10995,3,0,9.0,6.2,20
90996,10996,1,0,11.5,7.6,54
90997,10997,3,0,18.7,7.7,57
90998,10998,2,1,10.9,7.3,38
90999,10999,0,0,11.6,8.6,54
91000,11000,3,1,46.0,6.9,63
91001,11001,1,0,2.0,9.3,74
91002,11002,2,1,2.0,6.7,24
91003,11003,1,0,17.8,7.6,31
91004,11004,1,0,5.5,9.4,85
91005,11005,1,0,6.9,8.4,46
91006,11006,3,0,23.4,6.9,37
91007,11007,1,0,2.0,7.9,52
91008,11008,5,1,13.6,5.7,15
91009,11009,0,0,2.0,7.1,20
91010,11010,2,0,18.1,6.6,14
91011,11011,3,0,12.0,4.5,-19
91012,11012,3,1,25.7,6.6,42
91013,11013,1,1,34.8,5.9,32
91014,11014,7,2,23.1,4.6,-1
91015,11015,6,0,9.5,6.7,38
91016,11016,1,0,46.5,8.9,53
91017,11017,2,0,10.0,7.0,31
91018,11018,1,0,6.2,6.5,19
91019,11019,1,1,26.5,9.3,92
91020,11020,1,0,12.5,7.3,30
91021,11021,1,0,20.3,8.3,81
91022,11022,4,2,41.5,6.7,24
91023,11023,2,1,32.2,7.2,32
91024,11024,4,2,24.9,4.7,-19
91025,11025,1,0,29.7,9.0,66
91026,11026,0,0,40.1,8.2,47
91027,11027,1,0,6.9,10.0,93
91028,11028,2,1,51.4,6.7,40
91029,11029,1,0,26.9,7.1,43
91030,11030,2,0,33.4,6.2,23
91031,11031,0,0,23.7,10.0,100
91032,11032,3,1,38.0,7.0,25
91033,11033,3,1,43.1,8.5,55
91034,11034,2,0,51.6,7.9,51
91035,11035,3,1,50.8,5.8,6
91036,11036,3,1,18.8,7.7,57
91037,11037,2,0,11.7,7.8,31
91038,11038,1,0,24.7,6.5,-16
91039,11039,4,1,30.0,6.3,41
91040,11040,6,2,24.2,6.1,14
91041,11041,2,0,39.9,6.8,37
91042,11042,3,2,26.1,8.0,42
91043,11043,2,0,23.2,8.4,55
91044,11044,2,0,12.1,7.4,55
91045,11045,3,0,15.6,7.6,14
91046,11046,7,2,15.0,6.0,10
91047,11047,2,1,14.5,7.3,14
91048,11048,3,1,44.8,6.1,20
91049,11049,2,1,49.7,7.4,30
91050,11050,2,1,13.4,7.6,54
91051,11051,1,0,12.2,7.7,29
91052,11052,3,1,13.0,8.1,57
91053,11053,2,1,44.9,6.6,14
91054,11054,2,0,2.0,8.5,58
91055,11055,1,0,10.7,7.5,43
91056,11056,1,0,39.5,7.7,36
91057,11057,1,0,75.1,7.6,72
91058,11058,3,2,21.4,8.2,71
91059,11059,3,1,2.0,3.9,-18
91060,11060,4,1,30.8,6.3,22
91061,11061,1,1,39.0,6.3,34
91062,11062,2,1,30.4,8.2,78
91063,11063,1,1,2.0,6.7,35
91064,11064,4,2,31.5,6.7,34
91065,11065,4,2,17.2,8.3,59
91066,11066,9,4,13.8,2.5,-30
91067,11067,2,0,11.4,7.6,58
91068,11068,4,3,14.0,6.5,34
91069,11069,10,2,16.9,5.1,-10
91070,11070,0,0,15.3,7.2,57
91071,11071,2,1,13.4,5.5,10
91072,11072,2,0,35.9,7.3,28
91073,11073,1,0,35.0,8.4,54
91074,11074,2,1,11.3,5.3,4
91075,11075,2,0,34.2,6.9,23
91076,11076,2,0,21.3,7.5,49
91077,11077,3,1,21.9,6.5,27
91078,11078,2,1,44.4,5.6,-18
91079,11079,0,0,39.7,9.2,73
91080,11080,2,0,18.0,7.1,39
91081,11081,1,0,30.4,7.4,44
91082,11082,3,0,27.8,6.1,42
91083,11083,6,4,12.0,4.3,14
91084,11084,4,2,32.9,6.0,27
91085,11085,3,0,35.7,6.2,14
91086,11086,3,0,8.5,7.3,31
91087,11087,4,0,38.3,7.7,61
91088,11088,2,1,59.0,5.6,0
91089,11089,3,1,25.8,7.5,50
91090,11090,1,1,3.4,6.6,33
91091,11091,2,0,16.8,6.9,28
91092,11092,6,2,16.6,3.9,-6
91093,11093,5,0,5.4,7.3,50
91094,11094,1,1,18.2,8.4,61
91095,11095,2,0,9.5,7.5,22
91096,11096,2,0,18.5,8.1,53
91097,11097,4,1,38.3,6.8,35
91098,11098,4,1,41.2,7.4,37
91099,11099,1,0,42.4,8.3,65
91100,11100,4,1,2.0,7.1,37
91101,11101,2,2,15.9,7.3,58
91102,11102,3,0,17.3,5.7,-9
91103,11103,3,1,26.4,7.8,74
91104,11104,4,1,31.4,6.9,31
91105,11105,3,1,23.9,6.6,38
91106,11106,3,0,46.9,7.3,46
91107,11107,6,0,19.3,4.6,-25
91108,11108,2,0,28.0,8.0,59
91109,11109,3,1,5.7,7.3,30
91110,11110,3,0,34.3,8.2,57
91111,11111,1,0,31.3,8.9,56
91112,11112,1,1,56.0,8.4,73
91113,11113,1,0,38.6,8.2,54
91114,11114,5,0,38.7,8.5,56
91115,11115,2,1,36.9,6.9,19
91116,11116,3,2,10.9,6.1,16
91117,11117,2,1,38.4,7.0,56
91118,11118,5,1,2.0,5.3,-4
91119,11119,2,0,2.0,7.9,59
91120,11120,2,0,8.1,6.2,38
91121,11121,2,1,22.7,5.9,13
91122,11122,1,1,2.0,7.9,42
91123,11123,5,1,14.9,4.8,1
91124,11124,3,1,16.6,6.6,46
91125,11125,3,1,55.5,6.3,4
91126,11126,4,0,31.1,7.6,48
91127,11127,4,0,19.0,5.9,-2
91128,11128,1,0,2.0,8.0,54
91129,11129,1,0,20.4,7.6,42
91130,11130,2,0,53.2,6.8,32
91131,11131,5,3,23.5,4.8,-7
91132,11132,1,0,15.5,8.2,39
91133,11133,1,0,30.1,6.6,39
91134,11134,2,1,29.5,5.3,4
91135,11135,1,1,11.1,7.0,37
91136,11136,3,0,4.8,5.8,15
91137,11137,3,1,64.1,7.5,35
91138,11138,3,1,37.1,6.6,26
91139,11139,3,0,8.8,7.2,28
91140,11140,1,0,37.8,7.8,33
91141,11141,1,0,38.2,7.7,22
91142,11142,2,1,13.9,8.0,44
91143,11143,2,1,22.3,8.7,53
91144,11144,3,2,19.7,7.1,47
91145,11145,2,0,31.4,7.6,42
91146,11146,5,1,2.0,6.3,41
91147,11147,3,1,33.0,6.0,0
91148,11148,2,2,29.6,8.3,76
91149,11149,2,0,38.2,7.6,49
91150,11150,3,1,56.7,8.1,59
91151,11151,1,0,19.8,7.7,67
91152,11152,4,0,27.6,4.0,-14
91153,11153,2,1,23.6,7.4,23
91154,11154,2,1,27.2,7.7,53
91155,11155,5,2,38.7,3.8,-42
91156,11156,3,1,3.1,6.5,38
91157,11157,1,0,2.0,9.5,67
91158,11158,0,0,9.7,8.8,63
91159,11159,4,1,44.0,5.2,8
91160,11160,4,1,24.4,5.6,-8
91161,11161,2,1,47.2,6.1,28
91162,11162,2,1,28.1,6.4,43
91163,11163,5,0,22.5,6.1,20
91164,11164,4,1,20.5,6.7,33
91165,11165,1,0,9.2,9.1,92
91166,11166,2,1,27.4,9.3,83
91167,11167,1,1,58.7,7.0,51
91168,11168,5,0,33.2,5.4,14
91169,11169,1,0,13.7,6.7,20
91170,11170,0,0,2.8,7.5,42
91171,11171,1,0,49.8,7.3,36
91172,11172,1,1,71.2,6.9,26
91173,11173,3,2,38.3,6.0,15
91174,11174,3,1,24.8,7.6,66
91175,11175,3,1,52.2,5.8,16
91176,11176,2,1,45.2,7.8,64
91177,11177,1,0,34.0,8.3,48
91178,11178,1,0,29.5,6.7,28
91179,11179,2,0,43.7,8.2,60
91180,11180,2,2,2.0,7.4,46
91181,11181,4,2,2.0,6.6,1
91182,11182,5,1,28.7,6.6,50
91183,11183,2,0,34.5,6.0,9
91184,11184,3,0,10.6,6.4,17
91185,11185,4,1,14.6,6.3,45
91186,11186,1,0,34.7,6.8,30
91187,11187,1,0,34.4,8.4,51
91188,11188,2,2,25.8,9.1,81
91189,11189,4,0,42.7,5.0,8
91190,11190,2,1,23.6,5.2,-7
91191,11191,2,0,36.7,7.8,60
91192,11192,5,0,3.5,7.2,60
91193,11193,1,0,12.9,7.3,34
91194,11194,0,0,19.0,6.9,52
91195,11195,2,1,18.6,5.3,-6
91196,11196,4,1,15.2,7.5,32
91197,11197,3,1,27.6,5.4,-3
91198,11198,1,0,2.0,8.7,54
91199,11199,2,0,23.1,7.6,44
91200,11200,4,0,25.4,7.8,42
91201,11201,2,1,26.7,6.4,9
91202,11202,2,1,26.4,5.9,1
91203,11203,2,0,24.6,7.5,35
91204,11204,1,0,14.3,8.4,84
91205,11205,0,0,35.9,8.9,52
91206,11206,3,0,33.8,6.5,30
91207,11207,1,1,32.3,8.3,63
91208,11208,3,1,12.1,6.3,15
91209,11209,4,2,52.5,6.6,59
91210,11210,5,1,2.0,6.5,28
91211,11211,6,0,10.6,6.6,36
91212,11212,2,0,18.0,6.8,30
91213,11213,0,0,56.9,8.3,71
91214,11214,2,0,38.3,7.9,53
91215,11215,5,0,22.1,5.2,6
91216,11216,3,0,50.6,8.7,62
91217,11217,6,1,2.0,5.9,28
91218,11218,3,1,17.9,6.4,35
91219,11219,2,0,31.6,9.0,83
91220,11220,1,0,29.0,8.6,50
91221,11221,4,2,2.6,4.9,-14
91222,11222,0,0,16.7,8.6,81
91223,11223,1,0,54.7,7.8,51
91224,11224,6,1,15.2,4.8,19
91225,11225,2,0,41.3,8.3,62
91226,11226,2,0,26.1,7.5,33
91227,11227,2,0,44.6,6.9,24
91228,11228,6,0,24.9,5.9,13
91229,11229,1,0,2.0,8.4,48
91230,11230,1,0,36.2,8.3,78
91231,11231,2,2,11.7,5.4,10
91232,11232,1,1,15.5,7.9,61
91233,11233,4,2,5.8,5.6,27
91234,11234,6,0,2.0,7.6,70
91235,11235,0,0,9.1,8.4,62
91236,11236,3,1,26.0,7.4,47
91237,11237,5,1,28.6,6.6,35
91238,11238,2,1,44.1,8.3,53
91239,11239,1,0,36.3,8.2,78
91240,11240,1,0,28.8,8.8,76
91241,11241,1,0,44.1,8.1,50
91242,11242,4,1,16.2,6.9,38
91243,11243,1,0,28.9,8.4,52
91244,11244,5,3,45.1,5.6,17
91245,11245,1,0,23.7,7.6,54
91246,11246,2,0,10.1,6.2,25
91247,11247,4,0,27.2,7.7,55
91248,11248,5,1,2.0,6.1,1
91249,11249,1,1,46.9,6.7,35
91250,11250,3,0,59.4,7.1,35
91251,11251,3,1,35.5,5.7,1
91252,11252,3,1,21.4,4.4,-21
91253,11253,3,0,15.3,7.1,22
91254,11254,2,0,19.2,7.8,60
91255,11255,0,0,12.7,9.0,84
91256,11256,2,0,50.8,8.6,68
91257,11257,5,2,2.0,7.0,35
91258,11258,4,0,22.3,5.4,19
91259,11259,4,2,31.0,7.4,45
91260,11260,2,0,18.3,6.9,31
91261,11261,2,1,14.2,7.6,52
91262,11262,2,1,28.9,8.3,61
91263,11263,3,0,16.1,6.8,39
91264,11264,0,0,40.6,8.7,51
91265,11265,1,1,17.0,8.5,67
91266,11266,4,1,19.8,5.9,6
91267,11267,1,0,20.6,7.8,51
91268,11268,4,2,41.7,5.2,0
91269,11269,3,1,11.6,8.9,57
91270,11270,5,2,13.9,4.2,-10
91271,11271,3,1,47.4,4.9,13
91272,11272,2,1,60.6,6.2,35
91273,11273,3,1,12.9,5.9,28
91274,11274,5,2,37.9,6.6,6
91275,11275,1,1,2.0,5.8,11
91276,11276,2,0,59.1,6.8,28
91277,11277,4,3,37.7,7.1,31
91278,11278,1,0,29.4,9.8,83
91279,11279,3,1,8.8,8.5,65
91280,11280,1,1,31.1,7.1,62
91281,11281,5,0,17.9,5.8,14
91282,11282,0,0,22.4,7.4,52
91283,11283,3,2,16.0,5.8,22
91284,11284,1,0,29.7,9.1,76
91285,11285,6,0,35.6,5.1,14
91286,11286,1,0,21.5,7.4,34
91287,11287,2,1,42.5,6.5,27
91288,11288,4,2,2.0,7.4,37
91289,11289,2,1,43.4,7.4,44
91290,11290,8,0,2.0,5.2,2
91291,11291,3,0,44.9,7.0,15
91292,11292,3,2,22.0,6.0,26
91293,11293,3,0,23.2,6.2,38
91294,11294,1,1,43.6,7.8,37
91295,11295,1,0,2.6,8.6,68
91296,11296,3,1,35.3,7.3,52
91297,11297,2,0,52.6,6.7,27
91298,11298,4,1,44.8,5.1,18
91299,11299,2,0,18.0,8.0,84
91300,11300,1,0,34.3,8.7,55
91301,11301,6,1,44.4,7.5,47
91302,11302,6,1,15.6,6.7,35
91303,11303,0,0,28.4,7.2,25
91304,11304,3,1,32.4,4.8,-2
91305,11305,1,0,34.1,7.3,49
91306,11306,3,0,8.5,7.2,39
91307,11307,1,0,13.9,7.0,22
91308,11308,5,3,25.1,4.9,-12
91309,11309,3,0,57.5,8.0,46
91310,11310,2,0,50.7,7.6,37
91311,11311,7,2,24.8,6.1,25
91312,11312,1,0,26.9,6.3,8
91313,11313,4,1,2.0,5.1,6
91314,11314,2,1,32.9,6.3,37
91315,11315,3,1,9.3,6.7,27
91316,11316,2,0,31.5,7.8,56
91317,11317,1,1,46.2,7.1,63
91318,11318,1,0,28.1,7.8,48
91319,11319,2,0,5.8,8.7,56
91320,11320,4,2,52.9,6.6,43
91321,11321,4,2,37.5,5.5,4
91322,11322,4,0,53.1,8.0,66
91323,11323,2,1,22.3,8.0,41
91324,11324,5,0,34.8,7.3,33
91325,11325,1,0,25.7,6.9,42
91326,11326,2,0,34.3,7.4,46
91327,11327,1,0,7.9,8.1,64
91328,11328,3,1,16.4,6.0,41
91329,11329,3,2,23.7,6.3,50
91330,11330,5,1,13.1,6.6,41
91331,11331,2,0,21.8,6.8,47
91332,11332,6,1,35.1,6.4,17
91333,11333,2,1,35.7,6.4,42
91334,11334,0,0,5.8,8.2,59
91335,11335,5,2,6.7,6.0,17
91336,11336,2,0,51.2,9.4,76
91337,11337,2,0,22.2,7.6,32
91338,11338,2,0,16.8,7.9,71
91339,11339,0,0,52.7,6.5,35
91340,11340,3,2,32.2,6.2,25
91341,11341,2,0,19.9,7.5,30
91342,11342,3,2,39.0,5.7,29
91343,11343,1,1,25.8,7.4,37
91344,11344,0,0,35.1,8.2,43
91345,11345,1,0,16.5,8.1,59
91346,11346,6,2,21.4,7.7,63
91347,11347,3,0,35.4,8.1,52
91348,11348,8,1,23.8,6.3,28
91349,11349,3,1,27.8,6.7,31
91350,11350,7,1,16.6,6.2,32
91351,11351,2,0,52.8,6.1,12
91352,11352,4,0,21.1,7.2,48
91353,11353,2,1,3.8,8.4,82
91354,11354,1,0,57.5,8.1,52
91355,11355,0,0,42.7,8.5,56
91356,11356,2,1,20.3,6.1,16
91357,11357,5,0,17.9,6.7,40
91358,11358,2,0,43.2,7.9,72
91359,11359,4,1,35.9,7.5,35
91360,11360,0,0,47.0,6.2,20
91361,11361,2,0,6.9,8.4,36
91362,11362,2,1,20.3,6.1,3
91363,11363,0,0,20.7,8.4,61
91364,11364,4,1,28.4,6.2,23
91365,11365,1,0,19.3,7.6,52
91366,11366,3,1,24.0,7.3,22
91367,11367,2,1,17.5,6.0,12
91368,11368,2,0,36.9,8.6,76
91369,11369,4,1,24.2,7.4,46
91370,11370,1,0,27.3,8.1,44
91371,11371,3,1,34.8,8.8,62
91372,11372,3,1,13.3,7.4,58
91373,11373,4,1,31.0,6.4,43
91374,11374,4,1,32.9,6.6,15
91375,11375,1,0,14.9,8.9,68
91376,11376,3,0,12.4,7.7,45
91377,11377,3,1,26.5,5.4,-18
91378,11378,2,1,29.7,6.9,30
91379,11379,4,0,28.2,5.5,-21
91380,11380,2,1,10.8,6.9,45
91381,11381,3,1,15.5,5.9,5
91382,11382,2,1,2.0,7.8,58
91383,11383,2,0,2.5,7.2,43
91384,11384,1,0,49.6,6.5,33
91385,11385,3,0,13.6,8.2,49
91386,11386,1,1,30.9,8.3,61
91387,11387,5,0,41.3,4.8,23
